title,content,answer,solution,questionTypeCode,problemLevelCode,problemTypeCode,problemTypeDetailCode,metadata,createdDate,modifiedDate
소방관들은 방화복과 헬멧과 안전 장갑을 착용하고 무엇을 했나요?,"왱왱! 비상벨이 울렸어. 소방관들은 먼저 방화복을 후다닥! 입고, 다음에 커다란 헬멧을 척! 쓰고, 그다음에 안전 장갑을 착! 끼고, 재빨리 소방차로 달려갔어!",재빠르게 소방차로 달려갔어요.,소방관들은 비상 상황에 맞춰 빨리 소방차로 이동해야 하기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['재미있는 놀이를 했어요.', '소방차를 청소했어요.', '불을 끄기 위해 산으로 갔어요.', '재빠르게 소방차로 달려갔어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
"사이렌이 울리자, 달리던 자동차들이 어떻게 했나요?",셋째 구조 버스가 부릉부릉! 둘째 구급차가 앵앵! 첫째 지휘차가 쌩쌩! 애앵! 애앵! 사이렌이 울리자 도로 위를 달리던 자동차들이 모두 재빨리 길을 비켜 줘.,재빠르게 길을 비켜줬어요.,사이렌 소리를 듣고 자동차들이 재빠르게 길을 비켜주는 것으로 설명됩니다.,QT01,PL02,PT03,PT0312,"{'options': ['천천히 지나갔어요.', '주차를 했어요.', '사라졌어요.', '재빠르게 길을 비켜줬어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
활활 타오르는 불길을 향해 촤르륵 물대포를 쏴서 어떻게 되었을까요?,"그런데 갑자기 불이 확 번지기 시작했어. 소방관들은 당황하지 않고 1층, 2층, 3층, 4층, 5층! 위로, 위로 올라갔지. 그리고 활활 타오르는 불길을 향해 촤르륵 물대포를 쐈어!",불이 꺼졌어요.,소방관들이 물대포로 불을 끄려고 했기 때문에 불이 꺼졌을 것 같아요.,QT01,PL02,PT03,PT0312,"{'options': ['불이 더 세게 타올랐어요.', '소방관들이 놀랐어요.', '불이 꺼졌어요.', '모든 사람이 도망갔어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
할머니는 어서 오라며 어떻게 했나요?,"고소한 냄새를 맡고 손님들이 한꺼번에 여섯 명이 몰려왔어요. “어서 오세요! 오늘은 모두 공짜랍니다!” 할머니가 소리치자, 손님들은 신이 나서 싱글벙글! 할머니는 반가워서 방글방글!",오늘은 모두 공짜라고 소리쳤어요.,할머니는 손님들이 오자 공짜라고 소리쳐서 환영했어요.,QT01,PL02,PT03,PT0312,"{'options': ['방글방글 웃었어요.', '손님들에게 인사했어요.', '고소한 냄새를 맡았어요.', '오늘은 모두 공짜라고 소리쳤어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
자석 중 한 개를 골라 어떻게 하라고 했나요?,그때 백곰 요리사가 세 종류의 자석을 가져왔어요. 프라이팬과 냄비와 석쇠가 그려진 자석이었지요. “세 가지 자석 중 한 개를 골라 냉장고에 붙여요.”,냉장고에 붙이라고 했어요.,백곰 요리사가 자석 중 한 개를 냉장고에 붙이라고 했기 때문이에요.,QT01,PL02,PT03,PT0312,"{'options': ['친구에게 주라고 했어요.', '바닥에 두라고 했어요.', '가방에 넣으라고 했어요.', '냉장고에 붙이라고 했어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
서현이는 아빠랑 함께 자전거를 타서 기분이 어땠나요?,서현이는 아빠 덕분에 자전거를 안전하게 타는 법을 배웠어요. “아빠랑 자전거를 타니까 정말 좋아요.” “그래. 앞으로 더 많이 놀아 주마.”,정말 좋았어요.,서현이는 아빠와 자전거를 타고 즐거운 시간을 보냈기 때문에 정말 좋았다고 느꼈어요.,QT01,PL02,PT03,PT0312,"{'options': ['슬펐어요.', '무서웠어요.', '지루했어요.', '정말 좋았어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
안전 보호 장구를 착용한 서현이와 아빠는 어떤가요?,서현이는 아빠와 필요한 물품을 적었어요. 그리고 안전 보호 장구를 착용했지요. 보세요! 아빠와 서현이 모두 멋지지요?,멋져요,서현이와 아빠가 안전 보호 장구를 착용해서 멋져 보이기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['별로예요', '그냥그래요', '안 멋져요', '멋져요']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
언제부터 백곰 요리사는 아주 바빠졌나요?,백곰 요리사는 씩 웃기만 했어요. 자기만의 비밀이라나요. 그 뒤 백곰 요리사는 아주 바빠졌어요. 바로 ‘기막혀 소스’ 덕분이었지요.,기막혀 소스를 만든 그 뒤,백곰 요리사는 기막혀 소스를 만든 뒤에 아주 바빠졌기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['백곰 요리사가 웃을 때', '백곰 요리사가 소스를 만들기 시작할 때', '백곰 요리사가 비밀을 이야기할 때', '기막혀 소스를 만든 그 뒤']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
백곰 요리사는 어떤 반응을 보였나요?,백곰 요리사는 씩 웃기만 했어요. 자기만의 비밀이라나요. 그 뒤 백곰 요리사는 아주 바빠졌어요. 바로 ‘기막혀 소스’ 덕분이었지요.,비밀을 알려주지 않고 웃기만 했어요.,백곰 요리사는 자신만의 비밀을 가지고 있어서 웃기만 했어요.,QT01,PL02,PT03,PT0312,"{'options': ['아주 화를 냈어요.', '비밀을 알려주지 않고 웃기만 했어요.', '모두에게 설명해 주었어요.', '그냥 싫어했어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
요리사는 친구들에게 무엇을 물어봤나요?,"“어디 보자, 무슨 맛의 요리를 만들까요?” 백곰 요리사가 친구들에게 물었어요. “땅콩처럼 고소한 요리요!” ",무슨 맛의 요리를 만들지?,요리사는 요리를 만들기 위해 어떤 맛이 좋은지 물어봤기 때문이에요.,QT01,PL02,PT03,PT0312,"{'options': ['어디 가볼까?', '무얼 먹을까?', '어떤 음악을 들을까?', '무슨 맛의 요리를 만들지?']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
어디에 요리할 지는 언제 정하나요?,“요리의 맛과 재료는 정해졌고. 이제 어디에 요리할지 정해야 해요. 뭐가 좋을까요?”  ,이제 정해요.,지문에서 '이제 어디에 요리할지 정해야 해요'라고 했기 때문에 '이제 정해요'가 맞는 답입니다.,QT01,PL02,PT03,PT0312,"{'options': ['아직 정하지 못했어요.', '다 끝난 후에요.', '요리를 시작하기 전에요.', '이제 정해요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
백곰 요리사는 표지판을 세우고 친구들에게 어떻게 하라고 했나요?,"백곰 요리사는 땅콩, 고추, 사탕 그림의 표지판을 세웠어요. “좋아하는 맛의 표지판 앞에 줄을 서세요. 가장 긴 줄의 표지판 맛대로 오늘의 요리를 만들 거예요.”",줄을 서라고 했어요.,백곰 요리사는 가장 긴 줄의 표지판 맛대로 요리를 만들기 위해 친구들에게 줄을 서라고 했습니다.,QT01,PL02,PT03,PT0312,"{'options': ['맛있게 먹으라고 했어요.', '서로 싸우지 말라고 했어요.', '목소리를 키우라고 했어요.', '줄을 서라고 했어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
다람쥐는 표지판을 보며 어떤 생각을 했나요?,하지만 친구들은 삐뚤빼뚤 줄을 섰어요. “난 매콤한 맛도 달콤한 맛도 다 좋은데.” 다람쥐는 표지판을 이리 기웃 저리 기웃거렸어요. 코끼리는 두 표지판 사이에 걸쳐 섰고요.,매콤한 맛과 달콤한 맛이 다 좋다고 생각했어요.,다람쥐는 매콤한 맛과 달콤한 맛이 다 좋다고 생각했기 때문이에요.,QT01,PL02,PT03,PT0312,"{'options': ['매콤한 맛만 좋다고 생각했어요.', '달콤한 맛만 좋다고 생각했어요.', '아무 맛도 상관없다고 생각했어요.', '매콤한 맛과 달콤한 맛이 다 좋다고 생각했어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
삼촌이 상자의 제품 설명서를 꼼꼼하게 살피고 무슨 말씀을 하셨을까요?,"그때 수철이의 눈에 기차놀이 블록이 눈에 띄었어요. ""삼촌! 이거 사 주세요."" 그런데 삼촌이 상자의 제품 설명서를 꼼꼼하게 살피더니 말씀하셨어요.",이건 아이들에게 해로운 화학성분이 많이 들어있어서 안된다고 하실 것 같아요.,삼촌은 제품 설명서를 보고 안전성을 확인하고 아이들에게 해로운 성분이 있으면 안된다고 판단할 것입니다.,QT01,PL02,PT03,PT0312,"{'options': ['이건 너무 비싸서 안된다고 하실 것 같아요.', '이건 장난감이 재미없어서 안된다고 하실 것 같아요.', '이건 아이들에게 너무 무겁다고 하실 것 같아요.', '이건 아이들에게 해로운 화학성분이 많이 들어있어서 안된다고 하실 것 같아요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
수철이는 기차놀이 블록을 누구에게 사달라고 했나요?,"그때 수철이의 눈에 기차놀이 블록이 눈에 띄었어요. ""삼촌! 이거 사 주세요."" 그런데 삼촌이 상자의 제품 설명서를 꼼꼼하게 살피더니 말씀하셨어요.",삼촌에게 사달라고 했어요.,수철이는 삼촌에게 기차놀이 블록을 사달라고 했기 때문이에요.,QT01,PL02,PT03,PT0312,"{'options': ['아빠에게 사달라고 했어요.', '엄마에게 사달라고 했어요.', '형에게 사달라고 했어요.', '삼촌에게 사달라고 했어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
백곰 요리사는 자석을 어떻게 했나요?,“자석을 종류별로 정리하면 되지요.” 백곰 요리사는 재빨리 자석들을 가지런히 붙였어요. 자석들 중 가장 줄이 긴 것은 프라이팬이었어요.,종류별로 가지런히 정리했어요.,백곰 요리사는 자석들을 종류별로 정리했다고 했기 때문에 정답은 4번입니다.,QT01,PL02,PT03,PT0312,"{'options': ['자석을 던졌어요.', '자석을 사서 왔어요.', '자석을 부수었어요.', '종류별로 가지런히 정리했어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
백곰 요리사는 어디에다 요리를 하기로 했나요?,“프라이팬을 고른 친구가 가장 많으니까! 오늘의 요리는 프라이팬에다 하기로 해요.” 백곰 요리사는 커다란 프라이팬을 불 위에 올려놓았어요.,프라이팬에다 하기로 했어요.,지문에서 백곰 요리사가 프라이팬에다 요리를 하기로 했다고 했기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['냄비에다 하기로 했어요.', '그릇에다 하기로 했어요.', '오븐에다 하기로 했어요.', '프라이팬에다 하기로 했어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
요리의 이름은 어떻게 정했나요?,"“지금부터 하는 요리의 이름은 내 멋대로 정해도 되겠지요? 뭐가 있을까? 그래, 숲속 별 달달이가 좋겠어!” ",내 멋대로 정했어요.,주어진 지문에서 요리의 이름을 내 멋대로 정했기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['친구와 함께 정했어요.', '선생님에게 물어봤어요.', '사랑하는 사람에게 부탁했어요.', '내 멋대로 정했어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
장난감 가게에 들어선 수철이는 어떻게 행동했나요?,"삼촌의 말에 수철이는 신이 났어요. 장난감 가게에 들어선 수철이는 장난감을 고르기 시작했어요. 곰 인형, 자동차, 로봇, 블록! 모두 다 갖고 싶어요.",신나서 장난감을 고르기 시작했다.,수철이는 장난감 가게에 들어가서 신이 나서 장난감을 고르기 시작했다고 했기 때문이다.,QT01,PL02,PT03,PT0312,"{'options': ['슬퍼서 아무것도 고르지 않았다.', '신나서 장난감을 고르기 시작했다.', '장난감을 보지 않고 나갔다.', '장난감만 보고 신이 났다.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
쿠키의 수만큼 무엇을 하나요?,동그란 쿠키가 더 많을까요? 네모난 쿠키가 더 많을까요? 쿠키의 수를 세어 보고 그 수만큼 그래프에 색을 칠해 보아요.,그래프에 색을 칠해요.,지문에 '쿠키의 수를 세어 보고 그 수만큼 그래프에 색을 칠해 보아요.'라고 나와 있어서 그래프에 색을 칠하는 것이 정답입니다.,QT01,PL02,PT03,PT0312,"{'options': ['쿠키를 먹어요.', '쿠키를 만들어요.', '쿠키를 나눠요.', '그래프에 색을 칠해요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
아빠는 서현이에게 횡단보도에서는 어떻게 해야 한다고 했나요?,"서현이는 아빠와 공원 입구의 횡단보도에 다다랐어요. “여기서부터는 내려서 자전거를 끌고 걸어야 해.” “네, 아빠.”",자전거를 끌고 걸어야 한다.,아빠는 서현이에게 자전거에서 내려서 자전거를 끌고 걸어야 한다고 했기 때문에 3번이 정답입니다.,QT01,PL02,PT03,PT0312,"{'options': ['자전거를 타고 지나가야 한다.', '자전거를 바닥에 두고 걸어야 한다.', '자전거를 끌고 걸어야 한다.', '자전거를 세워 두고 기다려야 한다.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
백곰 요리사는 요리 하기 전에 뭐라고 했나요?,“이제 요리 재료를 정해야 해요. 어떤 재료가 좋을까요?” 백곰 요리사가 물었어요.,어떤 재료가 좋을지 물었어요.,백곰 요리사는 요리를 하기 전에 어떤 재료가 좋을지 물어보았기 때문이에요.,QT01,PL02,PT03,PT0312,"{'options': ['어떤 음식을 먹고 싶냐고 물었어요.', '어떤 요리를 잘하냐고 물었어요.', '어떤 재료가 필요한지 물었어요.', '어떤 재료가 좋을지 물었어요.']}",2024-09-23T14:36:01.636997,2024-09-23T14:36:01.636997
다람쥐와 토끼는 어떻게 말했나요?,다람쥐와 토끼도 소리쳤어요. “펄떡이는 물고기요!” 여우 남매도 말했지요.,소리를 쳤어요.,다람쥐와 토끼는 '펄떡이는 물고기요!'라고 소리를 치며 말했기 때문이에요.,QT01,PL02,PT03,PT0312,"{'options': ['조용히 이야기했어요.', '웃으면서 말했어요.', '속삭였어요.', '소리를 쳤어요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
주말인 오늘 서현이의 기분은 어떤가요?,"오늘은 즐거운 주말이에요. 서현이는 아빠와 함께 공원에서 자전거를 타기로 했어요. “서현아, 엄마가 도시락 싸 주시는 동안 아빠랑 안전 보호 장구를 챙길까?” “좋아요!”",즐겁고 좋아요.,서현이는 아빠와 자전거를 타기로 해서 기분이 즐겁고 좋다고 이야기했기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['슬프고 우울해요.', '지루하고 재미없어요.', '피곤하고 싫어요.', '즐겁고 좋아요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
엄마가 도시락을 싸주시는 동안 서현이는 아빠랑 무엇을 했나요?,"오늘은 즐거운 주말이에요. 서현이는 아빠와 함께 공원에서 자전거를 타기로 했어요. “서현아, 엄마가 도시락 싸 주시는 동안 아빠랑 안전 보호 장구를 챙길까?” “좋아요!”",안전 보호 장구를 챙겼어요.,서현이는 아빠와 함께 안전 보호 장구를 챙겼기 때문에 정답입니다.,QT01,PL02,PT03,PT0312,"{'options': ['공원에서 놀았어요.', '자전거를 탔어요.', '음료수를 마셨어요.', '안전 보호 장구를 챙겼어요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
내리막길에서는 왜 자전거에서 내려서 가야 하나요?,"“내리막길에서는 이렇게 자전거에서 내려서 가야 해. 넘어지거나 사람을 칠 수도 있단다.” “네, 아빠.”",넘어지거나 사람을 칠 수도 있어서,내리막길에서는 넘어지거나 사람을 칠 수 있기 때문에 자전거에서 내려서 가야 해요.,QT01,PL02,PT03,PT0312,"{'options': ['더 빨리 갈 수 있어서', '자전거를 세워야 해서', '바람이 더 세게 불기 때문', '넘어지거나 사람을 칠 수도 있어서']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
세게 불면 어떤 모양의 비눗방울이 만들어지나요?,"후욱 세게 불면,동글동글 작은 비눗방울. 후우우 살며시 불면,둥글둥글 커다란 비눗방울. “더 크게 더 크게나만큼 커다랗게 만들어야지.”",동글동글 작은 비눗방울,세게 불면 동글동글 작은 비눗방울이 만들어져요.,QT01,PL02,PT03,PT0312,"{'options': ['둥글둥글 커다란 비눗방울', '동글동글 작은 비눗방울', '모양이 없는 비눗방울', '투명한 비눗방울']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
동그란 방울을 보고 곰곰이가 뭐라고 했나요?,곰곰이의 머리 위로 동그란 방울이 살랑살랑 내려왔어요. “이게 뭐야? 비가 방울방울 내리네. “이건 비눗방울이야.나랑 같이 비눗방울 놀이 할래?,비가 방울방울 내리네.,곰곰이는 동그란 방울이 내려오는 것을 보고 '비가 방울방울 내리네.'라고 말했기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['비가 방울방울 내리네.', '이건 비눗방울이야.', '나랑 같이 놀자.', '이게 뭘까?']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
나는 곰곰이와 무엇을 하며 놀았을까요?,곰곰이의 머리 위로 동그란 방울이 살랑살랑 내려왔어요. “이게 뭐야? 비가 방울방울 내리네. “이건 비눗방울이야.나랑 같이 비눗방울 놀이 할래?,비눗방울 놀이를 하며 놀 것 같아요.,지문에서 곰곰이와 비눗방울 놀이를 하기로 했기 때문이에요.,QT01,PL02,PT03,PT0312,"{'options': ['공을 던지며 놀았어요.', '책을 읽으며 놀았어요.', '그네를 타며 놀았어요.', '비눗방울 놀이를 하며 놀 것 같아요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
꿀단지가 비눗방울에 비쳤을 때 곰곰이 기분은 어땠을까요?,비눗방울에 곰곰이와 다람이가 비쳤어요. 동그란 비눗방울이 반짝반짝 아롱아롱. 바람을 타고 하늘 높이 동동동! 그때 곰곰이가 좋아하는 꿀단지가 비눗방울에 비쳤어요.,너무 좋았을 것 같아요.,지문에 곰곰이가 좋아하는 꿀단지가 비눗방울에 비쳤다고 하여 기분이 좋았을 것으로 추측할 수 있기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['슬펐을 것 같아요.', '무서웠을 것 같아요.', '심심했을 것 같아요.', '너무 좋았을 것 같아요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
꿀단지가 비눗방울에 비쳤을 때 곰곰이는 어떻게 했을까요?,비눗방울에 곰곰이와 다람이가 비쳤어요. 동그란 비눗방울이 반짝반짝 아롱아롱. 바람을 타고 하늘 높이 동동동! 그때 곰곰이가 좋아하는 꿀단지가 비눗방울에 비쳤어요.,잡으려고 하다 비눗방울을 터트리게 될 것 같아요.,곰곰이는 꿀단지를 보고 잡으려고 하다 비눗방울이 터질 것 같은 행동을 했을 것입니다.,QT01,PL02,PT03,PT0312,"{'options': ['잡으려고 하다 비눗방울을 터트리게 될 것 같아요.', '그냥 보고 있었어요.', '친구에게 알려줬어요.', '비눗방울을 불었어요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
아빠는 서현이에게 자전거를 어떻게 타야 한다고 했나요?,"공원에 도착한 서현이는 콩닥콩닥 마음이 들떴어요. “서현아, 핸들은 양손으로 꼭 잡고 타야 해. 알지?” “그럼요! 빨리 타요, 아빠.”",양손으로 핸들을 꼭 잡고 타야 해.,아빠는 서현이에게 양손으로 핸들을 꼭 잡고 타야 한다고 말했어요.,QT01,PL02,PT03,PT0312,"{'options': ['한 손으로 핸들을 잡고 타야 해.', '발로만 자전거를 밀고 가야 해.', '바닥에 앉아서 타야 해.', '양손으로 핸들을 꼭 잡고 타야 해.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
서현이와 아빠는 필요한 물품을 적고 무엇을 했나요?,서현이는 아빠와 필요한 물품을 적었어요. 그리고 안전 보호 장구를 착용했지요. 보세요! 아빠와 서현이 모두 멋지지요?,안전 보호 장구를 착용했어요.,서현이와 아빠는 필요한 물품을 적고 안전 보호 장구를 착용했다고 지문에서 설명하고 있습니다.,QT01,PL02,PT03,PT0312,"{'options': ['음악을 들었어요.', '게임을 했어요.', '영화를 봤어요.', '안전 보호 장구를 착용했어요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
얼룩말은 태어난 다음 날 어떻게 돌아다닐까요?,"그렇게 먼 길을 새끼 얼룩말도 같이 갈 수 있다고? 새끼 얼룩말은 튼튼하거든.  태어나서 얼마 뒤에 아장아장 걷고, 몇 시간이 지나면 달각달각 뛰지.",걷기도 하고 뛰기도 하며 다닐 거예요.,새끼 얼룩말은 태어날 때부터 아장아장 걷고 뛰려고 하기 때문에 이렇게 다닌다고 할 수 있어요.,QT01,PL02,PT03,PT0312,"{'options': ['걷지 않고 누워만 있어요.', '천천히 기어다녀요.', '떨면서 움직여요.', '걷기도 하고 뛰기도 하며 다닐 거예요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
모가 한 뼘쯤 자라나면 무엇을 해야 하나요?,할아버지는 싹이 난 볍씨를 모판에 솔솔 뿌리고 부드러운 흙으로 덮어 주었어요. 싹은 점점 길게 자라났지요. “모가 한 뼘쯤 자랐으니 모내기를 해야겠네.” ,모내기를 해야 해요.,지문에서 할아버지가 모가 자랐을 때 모내기를 해야 한다고 했기 때문이에요.,QT01,PL02,PT03,PT0312,"{'options': ['씨앗을 심어야 해요.', '물을 주어야 해요.', '흙을 뒤집어야 해요.', '모내기를 해야 해요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
얼룩말은 악어를 보며 어떤 감정을 느끼나요?,"저기, 콧구멍만 벌름거리며 숨어 있는 게 뭐야? 으악! 악어잖아! 악어가 있다고 두려워해서는 안 돼. 후다닥 재빨리 헤엄쳐 가면 악어도 피할 수 있어.",무서워서 도망가고 싶어해요.,악어를 보고 두려운 마음이 들 것 같아서요.,QT01,PL02,PT03,PT0312,"{'options': ['신나서 뛰어놀고 싶어해요.', '배가 고파서 먹을 것을 찾아요.', '무서워서 도망가고 싶어해요.', '친구와 함께 이야기를 나누고 싶어해요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
파리들은 벌레잡이 식물을 어떻게 느끼나요?,"시끄럽고 귀찮은 파리, 벌레잡이 식물들에게 부탁해야겠다. 벌레잡이 식물들아, 파리들을 잡아 줘. 이렇게 무서운 식물들이 있다 니! 도망가자, 도망가.",무서워서 도망가려고 해요.,파리들은 벌레잡이 식물을 보면서 무서워서 도망가려고 하기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['무서워서 있어요.', '재미있어요.', '좋아해요.', '무서워서 도망가려고 해요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
파리지옥의 가시같은 긴 털은 어떻게 보이나요?,내 이름은 파리지옥. 가시처럼 난 긴 털이 무섭지? 나는 잎 안쪽에 아주아주 짧은 털을 숨겨 놓았어. 파리가 그 털 위에 앉으면. ,무서워 보여요.,가시처럼 긴 털이 무섭기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['아주 귀여워 보여요.', '무늬가 예뻐 보여요.', '짧고 깔끔해 보여요.', '무서워 보여요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
파리가 파리지옥의 짧은 털 위에 앉으면 어떻게 될까요?,내 이름은 파리지옥. 가시처럼 난 긴 털이 무섭지? 나는 잎 안쪽에 아주아주 짧은 털을 숨겨 놓았어. 파리가 그 털 위에 앉으면. ,잡아 먹힐 것 같아요.,"파리지옥이 파리를 잡아먹기 위해서 짧은 털을 숨겨 놓았기 때문에, 털 위에 앉은 파리는 잡아먹힐 것 같습니다.",QT01,PL02,PT03,PT0312,"{'options': ['파리가 날아간다.', '파리가 다른 곳으로 간다.', '파리가 친구를 부른다.', '잡아 먹힐 것 같아요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
벌레잡이풀의 무기는 무엇인가요?,"으하하, 나는 한 번에 여러 마리도 먹을 수 있는 벌레잡이풀이다! 나의 무기는 물병처럼 생긴 주머니. 벌레가 꿀을 먹으러 왔다가 미끌미끌 미끄러져서 주머니 속에 쏙! 절대 빠져나오지 못할걸? ",물병처럼 생긴 주머니,벌레잡이풀의 무기는 물병처럼 생긴 주머니라고 지문에 나와 있어요.,QT01,PL02,PT03,PT0312,"{'options': ['푸른 잎사귀', '긴 줄기', '작은 꽃', '물병처럼 생긴 주머니']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
벌레잡이풀은 벌레를 어떻게 잡나요?,"으하하, 나는 한 번에 여러 마리도 먹을 수 있는 벌레잡이풀이다! 나의 무기는 물병처럼 생긴 주머니. 벌레가 꿀을 먹으러 왔다가 미끌미끌 미끄러져서 주머니 속에 쏙! 절대 빠져나오지 못할걸? ",벌레가 꿀을 먹으러 왔다가 미끄러져서 주머니 속에 쏙 들어가게 만들어요.,벌레잡이풀은 꿀을 먹으러 온 벌레가 미끄러져 주머니 속으로 들어가는 방식으로 벌레를 잡습니다.,QT01,PL02,PT03,PT0312,"{'options': ['벌레를 쫓아다니며 잡아요.', '벌레가 꿀을 먹으러 왔다가 미끄러져서 주머니 속에 쏙 들어가게 만들어요.', '벌레를 유인하기 위해 춤을 춰요.', '벌레를 부를 수 있는 노래를 부르곤 해요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
주머니에 빠진 벌레를 어떻게 잡아먹나요?,"내 주머니 입구에는 달콤한 꿀이 있고, 안에는 물이 고여 있어. 꿀을 찾아온 벌이 미끌미끌 풍덩! 벌은 절대 빠져나가지 못하니까, 슬슬 물에 녹여서 냠냠! ",슬슬 물에 녹여서 먹어요.,주머니 안의 벌은 물에 빠져서 슬슬 녹여서 먹는다고 했기 때문이에요.,QT01,PL02,PT03,PT0312,"{'options': ['물로 씻어서 먹어요.', '벌을 잡아먹지 않아요.', '껍질을 벗겨서 먹어요.', '슬슬 물에 녹여서 먹어요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
벌레들은 주머니에서 빠져 나가지 못할 때 무슨 생각을 할까요?,"내 주머니 입구에는 달콤한 꿀이 있고, 안에는 물이 고여 있어. 꿀을 찾아온 벌이 미끌미끌 풍덩! 벌은 절대 빠져나가지 못하니까, 슬슬 물에 녹여서 냠냠! ",달콤함에 속았다고 생각할 것 같아요.,"벌들은 달콤한 꿀을 찾아왔지만 결국 빠져나오지 못하게 되니, 꿀의 달콤함에 속았다고 생각할 것 같습니다.",QT01,PL02,PT03,PT0312,"{'options': ['즐겁게 놀고 있다고 생각할 것 같아요.', '꿀이 맛있어서 계속 먹고 싶다고 생각할 것 같아요.', '물에 빠져 놀고 있다고 생각할 것 같아요.', '달콤함에 속았다고 생각할 것 같아요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
싸우면서 열매가 뭉개진 것을 본 공룡들은 어땠을까요?,“어! 빨간 열매가 뭉개졌어!” 브라키오가 싸움을 멈추고 외쳤어요. “우리가 싸우면서 열매를 밟았나 봐.” “싸우지 말 걸 그랬어.”,싸우지 말 걸 하는 후회가 되었어요.,공룡들이 싸움 때문에 열매가 망가진 것을 보고 후회했기 때문입니다.,QT01,PL02,PT03,PT0312,"{'options': ['전혀 개의치 않았다.', '아무렇지 않게 생각했다.', '다시 싸우자고 했다.', '싸우지 말 걸 하는 후회가 되었어요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
빨간 열매는 왜 뭉개졌나요?,“어! 빨간 열매가 뭉개졌어!” 브라키오가 싸움을 멈추고 외쳤어요. “우리가 싸우면서 열매를 밟았나 봐.” “싸우지 말 걸 그랬어.”,공룡들이 싸우면서 열매를 밟아서요.,공룡들이 싸울 때 열매를 밟았기 때문에 뭉개졌어요.,QT01,PL02,PT03,PT0312,"{'options': ['열매가 바람에 날려서', '열매가 너무 무거워서', '공룡들이 깔끔하게 정리해서', '공룡들이 싸우면서 열매를 밟아서요.']}",2024-09-23T14:36:01.637957,2024-09-23T14:36:01.637957
