isbn,textID,classification,text,imageFile,imageCaption,word_count,word_avg,word_hard,length,Cluster,Difficulty_Level
9788956141596,60200,자연탐구,"지호는 신이 나서 마우스를 잡았어요. 그러자 웬 낯선 목소리가 들려오지 뭐예요! “지호야, 안녕! 나는 마우스야. 컴퓨터를 다룰 줄 모르는 사람들에게 컴퓨터에 대해 자세히 알려 주는 길잡이란다. 자, 나와 함께 컴퓨터를 살펴볼까?” 지호는 어리둥절해하며 마우스를 따라갔어요. 마우스는 ‘생쥐’를 뜻하는 영어야. 생쥐처럼 요리조리 다니면서 길을 안내하지.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141596_60200.jpg,지호는 인사하는 마우스를 보며 놀라서 마우스를 잡으려 했습니다.,44.0,3.0,4.0,197.0,0,1
9788956141596,60237,자연탐구,"“이야, 컴퓨터가 그렇게 많은 일을 하다니!” 지호가 신기한 듯 외쳤어요. “이번에는 나와 함께 컴퓨터 속으로 들어가서 컴퓨터가 어떻게 작동하는지 알아볼까?”",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141596_60237.jpg,지호는 커다란 컴퓨터로 들어가서 신기한 모습을 보고 놀랐습니다.,20.0,2.6666666666666665,4.0,88.0,0,1
9788956141626,61841,자연탐구,우주 정거장행 오늘은 우주 정거장으로 이사 가는 날이야. 아침 일찍부터 우리 가족은 우주 센터로 향했어. 그곳에서 우주 왕복선을 타야 하거든.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141626_61841.jpg,지구에 있는 친구가 우주에 떠 있는 우주 정거장을 가기 위해 우리 가족이 탄 우주 왕복선을 향해 인사하고 있어요.,20.0,2.2857142857142856,3.0,79.0,0,1
9788956141633,60560,자연탐구,“퇴비에는 영양분이 많아서 채소가 잘 자라게 해 준단다. 너도 피자보다는 영양가 높은 채소를 많이 먹으렴.” 아빠가 당근을 하나 쑥 뽑아 주며 말했어.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141633_60560.jpg,아빠가 옆에 앉아 있는 나에게 당근을 하나 뽑아 주며 말했습니다.,22.0,1.25,2.0,84.0,0,1
9788956141633,60591,자연탐구,"오늘은 배추 모종을 심고 무씨를 뿌렸어. 배추랑 무가 다 자라면 김장을 담글 거래. 난 김치를 별로 좋아하지 않지만, 지원이 텃밭에서 자란 배추로 담근 김치는 왠지 아주 맛있을 것 같아. 밭이랑에 씨앗을 뿌리고 흙을 덮는데, 내가 진짜 농부가 된 것 같았어.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141633_60591.jpg,텃밭에 무씨를 뿌린 지원이가 한 손을 들어 엄지손가락을 펴 보이며 웃으면서 서 있습니다.,40.0,4.2,7.0,144.0,0,1
9788956141633,60600,자연탐구,"“지원아, 무좀 먹어 보렴.” 아빠가 낫으로 무를 슥슥 깎아서 입 안에 넣어 주었어. 사각사각 씹히는 맛이 오이만큼 달고 시원했지.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141633_60600.jpg,배추를 들고 서 있는 나에게 아빠가 수확한 무를 먹여주었습니다.,19.0,1.0,1.0,73.0,0,1
9788956141640,62926,자연탐구,"“신기하지? 만화 영화도 이렇게 만들어. 등장인물의 동작을 하나하나 그린 뒤, 그것을 각각 필름에 담아서 이어 붙이는 거야.” “그게 어떻게 움직이는 것처럼 보여요?” “필름을 아주 빠르게 돌리면 우리 뇌가 각 동작을 연속으로 받아들여서 등장인물이 움직이는 것처럼 보인단다.”",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141640_62926.jpg,아이와 아빠가 동작을 하나하나 그린 뒤 필름에 이어 붙여 만든 만화 영화를 봅니다.,36.0,2.75,5.0,154.0,0,1
9788956141640,62944,자연탐구,지수는 경기장의 지붕을 둘레둘레 살펴보았어요. 기둥을 중심으로 지붕 안쪽이 바깥쪽보다 훨씬 길었어요. 지붕 안쪽의 무게를 견디게 하기 위해 바깥쪽에 강철 선을 연결해서 균형을 맞추었지요. 지레의 원리를 이용한 거예요. 또 기둥은 가운데를 볼록하게 만들어서 80톤에 이르는 지붕의 무게를 지탱하게 했어요.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141640_62944.jpg,경기장의 기둥은 가운데를 볼록하게 만들어서 무거운 지붕의 무게를 지탱하게 했어요.,39.0,2.6,5.0,169.0,0,1
9788956141657,61378,자연탐구,"또미와 현우는 우주 엘리베이터를 타고 죽 올라갔어요. 창밖으로 우주의 경치가 아름답게 펼쳐졌지요. “와, 멋있다! 너는 미래에 살아서 참 좋겠다.”",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141657_61378.jpg,"또미와 현우가 우주 엘리베이터를 타고 올라가는데, 현우는 창밖으로 보이는 우주 경치에 감탄합니다.",19.0,3.0,4.0,82.0,0,1
9788956141657,61388,자연탐구,"“코코랑 똑같은 강아지를 더 만드는 거지.” 바로 그때, 코코가 목욕탕에서 쪼르르 나오더니 팔짝 뛰어서 현우 품에 폭 안겼어요. “네가 진짜 코코구나! 무사해서 다행이야.”",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141657_61388.jpg,코코를 품에 안은 현우는 너무 기뻐서 어쩔 줄 몰랐습니다.,23.0,3.0,5.0,96.0,0,1
9788956141657,61395,자연탐구,현우는 코코를 품에 안고 다시 타임머신에 올랐어요. 타임머신은 눈 깜짝할 사이에 마을 놀이터로 왔지요. 현우와 또미는 작별 인사를 나누었어요. “잘 가. 영원히 잊지 못할 미래 여행이었어.” “잘 있어. 나도 즐거웠어.” 또미는 환하게 웃으며 미래로 떠났어요. 타임머신이 사라진 하늘에 푸른빛이 오래오래 감돌았지요.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141657_61395.jpg,현우와 코코는 마을 놀이터에서 하늘 위로 날아가는 타임머신을 향해 손을 흔듭니다.,41.0,1.75,3.0,176.0,0,1
9788956141657,68593,자연탐구,"“코코야, 코코야!” 현우는 코코를 찾아서 이리저리 헤맸어요. 그러다가 돌부리에 걸려 그만 꽈당 넘어졌지요. “아얏, 발목을 삔 것 같아.” 또미는 현우를 부축해서 얼른 병원으로 갔어요. 입구에 들어서자 한 로봇이 쓱 다가오더니, 광선으로 현우의 몸을 머리끝에서 발끝까지 훑었어요. 발목을 다쳤습니다. 정형외과로 가십시오.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956141657_68593.jpg,"로봇이 광선을 비추자, 현우가 겁에 질려서 떨었습니다.",40.0,2.5,4.0,180.0,0,1
9788956149523,60147,자연탐구,"안녕? 나는 파릇파릇 풀이야. 누구든 나를 본 적이 있을 거야. 산과 들, 길가 어디에서나 잘 자라니까. 약한 바람에도 한들한들 흔들릴 만큼 여리지만 태풍이 불어도 끄떡없을 만큼 생명력이 강해. 내가 얼마나 대단한지 한번 들어볼래?",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149523_60147.jpg,산에서 자라고 있는 풀에 나비와 잠자리가 앉아 있습니다.,33.0,2.0,2.0,129.0,0,1
9788956149530,64192,자연탐구,파도가 넘실대는 바닷가에 이르렀을 때 솔솔바람은 깜짝 놀라 우뚝 멈췄어. 키가 크고 잎이 푸른 향나무를 발견한 거야. 솔솔바람이 뾰족한 잎들을 흔들며 졸라 대자 향나무는 펄쩍 뛰며 소리쳤어.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149530_64192.jpg,솔솔바람은 바닷가에서 향나무를 발견하고 졸라 댔습니다.,27.0,2.5,3.0,106.0,0,1
9788956149561,62858,자연탐구,우리 숲에 온 걸 환영해! 안녕! 나는 귀염둥이 너구리 너치야. 우리 숲에 온 걸 환영해.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149561_62858.jpg,귀여운 너구리 너치가 숲에서 고구마를 먹고 있습니다.,15.0,2.6666666666666665,4.0,50.0,0,1
9788956149561,62865,자연탐구,"꽃식물은 꽃이 진 뒤에 씨앗을 맺어. 씨앗을 땅에 심으면 파릇파릇 새싹이 움트지. 사과, 복숭아, 호박, 장미, 백합 등을 살펴보렴. 꽃이 진 자리에 알알이 맺힌 씨앗을 볼 수 있을 거야.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149561_62865.jpg,너구리가 땅에 떨어진 빨간 사과를 주워 먹습니다.,29.0,6.0,6.0,105.0,0,1
9788956149561,62908,자연탐구,"이런 생물을 ‘균류’라고 하는데, 바로 버섯과 곰팡이가 여기에 속해. 곰팡이나 버섯은 동물이나 식물의 몸에 붙어살아. 균류는 동물이나 식물의 몸에 붙어살면서 양분을 빨아들이고 홀씨로 자손을 퍼뜨린단다. ",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149561_62908.jpg,너구리는 균류인 버섯이 많이 자라고 있는 곳에 도착했습니다.,25.0,4.0,5.0,113.0,0,1
9788956149585,64645,자연탐구,"호숫가에 도착하자, 다움이가 신기한 듯 소리쳤어요. “와, 처음 보는 풀이 아주 많아요!” “모두 물속이나 물가에서 자라는 풀이란다. 이런 식물을 ‘물살이 식물’이라고 해.” 엄마가 방긋 웃으며 말했어요. 다움이가 호기심에 갈대를 잡아당겨 보았지만, 뿌리를 얼마나 깊이 내렸는지 꿈쩍도 하지 않았지요.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149585_64645.jpg,다움이가 물가에 있는 갈대를 손으로 잡아당겨 봅니다.,38.0,3.3333333333333335,5.0,168.0,0,1
9788956149585,64701,자연탐구,"다움이는 낚시하는 아빠에게 쪼르르 달려갔어요. “와, 저렇게 깊은 물에서도 식물이 살아요?” “그럼, 물수세미나 검정말은 물속에 잠겨 살아. 온몸으로 양분을 흡수하기 때문에 뿌리가 약하거나 아예 없는 것도 있지. 물살이 식물은 대부분 물 위에서 꽃을 피우지만, 붕어마름처럼 물속에서 피우는 것도 있단다.”",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149585_64701.jpg,물가에 앉아 낚시하는 아빠 옆에 다움이가 서서 물속을 바라보고 있어요.,39.0,2.5,4.0,170.0,0,1
9788956149585,64909,자연탐구,"다움이는 호숫가를 다시 한 번 빙 둘러보았어요. 여러 생물에게 도움을 주는 물살이 식물이 고맙고 소중하게 느껴졌지요. 그런데 공장의 폐수, 더러운 쓰레기 등으로 물살이 식물이 점점 병들고 있어요. “앞으로는 쓰레기를 함부로 버리지 않을 테야.” 다움이는 집으로 돌아오면서 굳게 다짐했어요.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149585_64909.jpg,다움이가 탄 흰 차가 물살이 식물들이 자라는 호숫가를 지나고 있습니다.,38.0,2.857142857142857,6.0,161.0,0,1
9788956149592,62874,자연탐구,"곤충은 사람과 달리 몸속에 뼈가 없어. 그 대신 단단한 피부가 온몸을 감싸고 있어서 오징어처럼 흐늘거리지 않아. 몸과 다리는 마디로 연결되어 있어서 몸을 요리조리 잘 움직이고, 다리를 마음대로 구부렸다 폈다 할 수 있어.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149592_62874.jpg,단단한 피부가 몸을 감싸고 있는 곤충들이 풀 위에 앉아 있습니다.,32.0,2.5,3.0,123.0,0,1
9788956149592,62949,자연탐구,"곤충은 어디에서나 흔히 눈에 띄어. 물이나 논밭, 땅속 등 구석구석에 있지. 물방개, 소금쟁이, 물땅땅이는 물에서, 메뚜기는 논이나 밭에서 볼 수 있어. 배추흰나비, 무당벌레는 들판을 훨훨 날아다니고, 개미는 와글와글 땅속을 기어 다녀. 으악, 집 안에 사는 바퀴벌레는 정말 징그러워!",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149592_62949.jpg,논밭과 주변에 있는 물이나 땅속 어디에든 곤충들이 살고 있습니다.,38.0,2.4,6.0,159.0,0,1
9788956149592,63374,자연탐구,매미는 참을성이 참 대단해. 땅 위에서 겨우 20여 일을 살기 위해 땅속에서 무려 7년을 지내거든. 알에서 나온 애벌레는 땅속으로 들어가서 나무뿌리의 수액을 빨아 먹고 살아. 그렇게 오랜 시간을 보낸 뒤에야 땅 위로 올라와서 허물을 벗고 어른 매미가 된단다.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149592_63374.jpg,"어른 매미가 나무에 붙어 있고, 매미 애벌레는 땅속에서 나무뿌리의 수액을 먹으며 자랍니다.",38.0,2.75,5.0,144.0,0,1
9788956149608,64140,자연탐구,몇 년 동안 나는 넓은 바다에서 지냈어. 햇살강을 떠날 때보다 몸이 엄청나게 커졌지. “이제 햇살강으로 돌아가야겠어.” 우리 연어들은 고향으로 돌아가서 알을 낳거든.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149608_64140.jpg,몸이 엄청나게 커진 연어는 고향으로 돌아가기 위해 물 위로 날아오르고 있습니다.,22.0,3.0,5.0,92.0,0,1
9788956149639,63919,자연탐구,"개구리가 보란 듯이 큰 소리로 노래를 불렀어요. “나도 한번 해 볼까? 어흥, 어흥!” 용감이의 울음소리가 우렁차게 울려 퍼지자, 개구리는 깜짝 놀라서 물속으로 숨었어요. 개구리야, 너는 어떻게 청혼하니? 개굴개굴 노래를 부르지.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149639_63919.jpg,개구리 두 마리가 연꽃잎 위에서 노래를 부르다가 물속으로 숨었습니다.,30.0,1.0,1.0,128.0,0,1
9788956149646,60717,자연탐구,"토야는 쉭쉭 소리에 놀라서 부스스 눈을 떴어요. “안녕, 작은 토끼야!” 구불구불 뱀이 긴 혀를 날름대며 말을 걸었어요. “으응……, 그런데 네 옷 참 예쁘다.” 토야가 잠에서 덜 깬 목소리로 말했지요. “흐흐, 너도 한번 입어 볼래?” 토야는 기뻐서 얼른 고개를 끄덕였어요.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149646_60717.jpg,개구리가 돌아다니는 풀숲에서 토야는 눈을 떴어요.,39.0,2.6666666666666665,4.0,154.0,0,1
9788956149646,60748,자연탐구,"“으악, 토, 토끼 살려!” 토야는 죽을힘을 다해 도망쳤어요. 여우도 놓칠세라 날쌔게 뒤쫓았지요. 토야는 깡충깡충, 여우는 팔짝팔짝! 토야는 금방이라도 붙잡힐 것만 같았어요. “얘, 얼른 이리로 숨어!”",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149646_60748.jpg,여우에 쫓기는 토야는 자신을 숨겨주려고 하는 다른 토끼를 만납니다.,25.0,1.0,1.0,113.0,0,1
9788956149653,63148,자연탐구,"아이들은 채집통을 들고 물가로 냅다 뛰었어. 아기 청개구리도 덩달아 흔들리며 이리 콩, 저리 쿵. “아얏, 청개구리 살려!” 아이들은 냇물로 풍덩 뛰어들었어. 채집통을 휙 던져 둔 채 말이야. 그 바람에 채집통 문이 빼꼼 열려서 아기 청개구리는 겨우겨우 빠져나왔지.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149653_63148.jpg,아이들이 물가에서 노느라 채집통을 내려놨을 때 아기 청개구리가 빠져나왔습니다.,37.0,1.3333333333333333,2.0,148.0,0,1
9788956149660,63339,자연탐구,"곰처럼 동식물을 가리지 않고 먹는 동물도 있어요. 이런 동물을 ‘잡식 동물’이라고 해요. 흰발생쥐는 주로 씨앗이나 열매를 먹지만, 작은 동물이나 곤충을 잡아먹기도 해요. 담비나 여우는 작은 동물을 잡아먹다가도 가을이 되면 연한 나무 열매를 먹고 살지요. 개, 고양이, 늑대거북 등도 잡식 동물이에요.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149660_63339.jpg,곰이 작은 동물들이 놀고 있는 물가에서 물고기 등의 먹이를 잡아 먹고 있습니다.,40.0,2.0,3.0,167.0,0,1
9788956149677,66008,자연탐구,"“앗, 저 물은 왜 시커멓지?” 바로 강 너머에 있는 공장과 연결된 하수도에서 끊임없이 흘러나오는 폐수 때문이었어. 중금속이 섞인 폐수가 흘러들면 강물은 심하게 오염이 돼. 만약 사람들이 그곳의 물고기를 잡아먹는다면, 신경 마비 등의 증상이 일어날 수 있단다.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149677_66008.jpg,강 넘어 공장에서는 검은 연기가 솟아오르고 강물의 물 색깔은 시커멓게 변해있습니다.,36.0,3.0,5.0,145.0,0,1
9788956149684,64513,자연탐구,"얼마쯤 가자, 안내 표지판 하나가 눈에 띄었어요. 시골에서는 본 적이 없는 표지판이었지요. “저건 대기 오염 경보판이야.” 토돌이의 말에 토담이는 고개를 갸웃거렸어요. “오존과 일산화탄소, 이산화황, 미세 먼지 등이 공기 중에 얼마나 섞여 있는지를 나타내지.”",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149684_64513.jpg,안내 표지판에 대기 오염 정보가 표시되어 있습니다.,33.0,4.8,7.0,145.0,0,1
9788956149707,59271,자연탐구,“저기 좀 보세요. 대부분 일회용품이나 즉석식품에서 나오는 쓰레기예요.” 엄마 여우가 한쪽에서 컵라면을 먹고 있는 토끼 남매에게 눈을 흘기며 소곤거렸지.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149707_59271.jpg,엄마 여우가 컵라면을 먹고 있는 토끼 남매에게 가리키며 말합니다.,19.0,2.25,4.0,85.0,0,1
9788956149714,63572,자연탐구,"하늘다람쥐야, 그날은 정말 고마웠어. 네가 큰 소리로 위험을 알려 주지 않았으면, 나는 밀렵꾼의 총에 목숨을 잃었을지도 몰라. 총알이 다리를 살짝 스쳤을 뿐인데도 얼마나 아프던지. 다행히 야생 동물 보호소 아저씨에게 구조되어 빨리 치료받을 수 있었단다. 내가 살아 있는 건 모두 네 덕분이야.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149714_63572.jpg,숲에서 밀렵꾼을 보고 도망치다가 총에 맞아 다리를 다쳤습니다.,41.0,1.6,3.0,163.0,0,1
9788956149714,63601,자연탐구,나는 우리 숲이 그리울 때면 뒷산에 올라. 처음 보는 식물이 사람들의 보호를 받으며 무럭무럭 자라고 있거든. 혹시 닭의장풀을 본 적 있니? ,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149714_63601.jpg,뒷산에 올라가서 닭의장풀을 보고 편지를 쓰고 있습니다.,21.0,2.6666666666666665,5.0,78.0,0,1
9788956149738,65634,자연탐구,"그래서 엄마는 내가 안심할 수 있도록 언제나 즐겁고 행복한 생각만 하려고 해. 나는 졸리면 하품도 하고 가끔 딸꾹질도 한단다. 엄마와 나는 마음이 아주 잘 통해. 엄마가 웃으면 나도 덩달아 기쁘고, 엄마가 찡그리면 나도 괜히 우울해지거든. 이제 여러 가지 감정을 느낄 수 있게 된 거야. 임신 3~4개월이에요.피부가 투명해지고, 손가락과 발가락이 생겨요. 눈, 코, 입, 귀 등 신체 부위가 뚜렷해져요.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149738_65634.jpg,엄마가 졸리면 하품하듯이 나도 졸리면 하품도 하고 가끔 딸꾹질을 해요.,58.0,2.6666666666666665,5.0,225.0,0,1
9788956149790,60842,자연탐구,"""어, 저기 털 좀 봐!"" 외계인들은 작은창자에 빽빽이 돋은 융털을 보고는 놀라서 입이 딱 벌어졌어요. 융털은 작은창자가 꼬물꼬물 움직일 때마다 영양분을 쪽쪽 빨아들였어요. ""어휴, 자칫하면 우리도 빨려 들겠어!"" 외계인들은 다시 이리저리 피하느라 혼쭐이 났어요. 와, 맛있다! 영양분은 모두 우리에게 넘겨라! 우리보다 더 괴물 같은걸!  으악! 빨려들 것 같아. 내 손 꽉 잡아! 너도 빨아들여야겠다.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149790_60842.jpg,작은창자에 빽빽이 돋은 융털이 입을 벌린 채 영양분을 빨아들이고 있어요.,54.0,1.5714285714285714,3.0,225.0,0,1
9788956149790,60845,자연탐구,"""어, 저기 털 좀 봐!"" 외계인들은 작은창자에 빽빽이 돋은 융털을 보고는 놀라서 입이 딱 벌어졌어요. 융털은 작은창자가 꼬물꼬물 움직일 때마다 영양분을 쪽쪽 빨아들였어요. ""어휴, 자칫하면 우리도 빨려 들겠어!"" 외계인들은 다시 이리저리 피하느라 혼쭐이 났어요. 와, 맛있다! 영양분은 모두 우리에게 넘겨라! 우리보다 더 괴물 같은걸!  으악! 빨려들 것 같아. 내 손 꽉 잡아! 너도 빨아들여야겠다.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149790_60845.jpg,작은창자 안에 있는 외계인들이 융털에 빨려 들어가지 않으려고 용을 쓰고 있습니다.,54.0,1.5714285714285714,3.0,225.0,0,1
9788956149790,60852,자연탐구,"우주선은 작은창자에서 빠져나와 큰창자로 갔어요. 큰창자에는 음식 찌꺼기가 잔뜩 쌓여 있었어요. 위액도, 융털도 더 이상 없고 졸졸 물 흐르는 소리만 조그맣게 들렸지요. ""여기는 아주 조용한데요?"" ""그래, 다른 곳처럼 위험하지 않겠구나."" 외계인들은 그제야 안심하고는 쿨쿨 잠들었어요. 음냐음냐. 집에 가고 싶어. 아, 얼마 만의 단잠이야! 이게 웬 물소리지?",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149790_60852.jpg,큰창자에 있는 우주선 밖으로 몸을 내민 외계인이 물소리를 듣고 있습니다.,46.0,2.1666666666666665,5.0,201.0,0,1
9788956149806,65171,자연탐구,"엄마는 참치와 채소들을 한데 넣고 쓱쓱 버무렸어요. 그사이, 튼튼이는 빈 캔을 재활용 통에 넣으려다가 캔 뚜껑에 그만 손끝을 베었어요. ""앗, 따가워! 엄마, 손에서 피가 나요."" 참치샌드위치 만들어 줄게. 야호, 맛있겠다! 앗, 따가워!",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149806_65171.jpg,튼튼이가 식빵을 들고 서 있는 엄마를 바라보며 양팔을 든 채 웃고 있습니다.,32.0,1.0,1.0,133.0,0,1
9788956149806,65196,자연탐구,"""엄마, 세균이 뭐예요?"" ""눈으로 볼 수 없을 만큼 아주 작은 생물이야. 상처나 눈, 코, 입을 통해 우리 몸속으로 들어오지. 그러고는 영양분을 먹어 치우며 수를 빠르게 늘려서 갖가지 질병을 일으킨단다."" ""와, 세균은 아주 해로운 거네요?"" ""젖산균이나 대장균처럼 이로운 세균도 있어."" 장에 사는 젖산균이나 대장균은 소화를 도와준단다. 얼른 코안으로 들어가자. 나는 입으로 들어왔지. 나는 피부를 공격할 테다. 나는 상처로 들어가야지. 나, 젖산균은 딱딱한 음식물을 잘게 부수지. 이 나쁜 세균아! 나, 대장균에게는 꼼짝 못 할걸!",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149806_65196.jpg,세균들이 코와 입을 통해 몸속으로 들어가고 있습니다.,72.0,3.5,6.0,300.0,0,1
9788956149806,65202,자연탐구,"""그럼 세균을 잘 물리치면 몸이 아프지 않아요?"" ""'바이러스'라는 미생물도 조심해야 해. 바이러스는 혼자서는 살아가지 못하는데, 먼지처럼 공기 속을 폴폴 날아다니다가 사람이나 다른 생물의 몸속으로 들어가지. 그러고는 순식간에 건강한 세포들을 감염시켜서 우리 몸을 아프게 한단다.""",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149806_65202.jpg,바이러스라는 미생물이 날아서 사람의 몸속에서 움직이고 있습니다.,34.0,2.25,3.0,157.0,0,1
9788956149813,64045,자연탐구,"저녁 무렵, 지우가 시무룩한 얼굴로 물었어요. “나, 엄마 아빠 아들 맞아요?” “그렇고말고. 엄마 아빠를 쏙 빼닮았잖니?” 엄마의 대답에 지우는 머뭇머뭇 다시 물었어요.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149813_64045.jpg,엄마와 아빠가 과일을 먹기 위해 거실에 모였습니다.,22.0,1.0,1.0,95.0,0,1
9788956149820,60783,자연탐구,"학교를 마치자, 혁이는 집으로 부리나케 달려갔어요. 엄마가 만들어 준 간식 생각에 마음이 급했거든요. 아파트의 엘리베이터가 윙 하고 오르는 순간, 혁이는 몸이 아래로 내려앉는 듯한 느낌이 들었어요.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149820_60783.jpg,"학교를 마치자, 혁이는 집으로 부리나케 달려갔어요.",26.0,6.0,6.0,110.0,0,1
9788956149820,60794,자연탐구,"여름 방학을 맞아 혁이네는 물놀이를 갔어요. 풍덩! 혁이가 코를 움켜잡고 물속으로 뛰어들자, 몸이 금세 물 위로 둥실 떠올랐어요. 물속에서는 땅 위에서보다 몸이 가벼워져요.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149820_60794.jpg,계곡으로 물놀이를 간 혁이가 코를 움켜잡고 물속으로 뛰어들어요.,23.0,2.0,4.0,96.0,0,1
9788956149837,64391,자연탐구,"오늘 두리네는 새집으로 이사했어요. 두리가 커다란 장난감 통을 들려고 낑낑대자, 아빠가 번쩍 들어서 방으로 옮겨 주었어요. “와, 아빠 힘 엄청 세다!”",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149837_64391.jpg,아빠는 장난감이 가득 들어있는 상자를 들어서 옮깁니다.,21.0,1.25,2.0,85.0,0,1
9788956149837,64438,자연탐구,“블라인드의 위쪽에 도르래가 달려 있단다. 그래서 손쉽게 펴거나 말아 올릴 수 있지.” 아빠가 두리 방을 찬찬히 살피며 말했어요. 줄을 당기면 도르래의 바퀴가 돌아가면서 블라인드가 말려 올라가는구나.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149837_64438.jpg,두리는 도르래가 달려 있는 블라인드를 살피며 줄을 당겨보고 있습니다.,26.0,3.0,3.0,111.0,0,1
9788956149837,64450,자연탐구,"두리는 아빠와 함께 자전거를 탔어요. “아빠, 놀이터까지 누가 먼저 가는지 시합해요!” “그러자꾸나. 준비, 땅!” 아빠의 신호가 떨어지자마자, 두리는 자전거의 페달을 힘껏 밟았어요. 자전거에는 지레, 빗면, 도르래의 원리가 모두 숨어 있어요. 그래서 큰 힘을 들이지 않고도 빨리 달릴 수 있지요.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149837_64450.jpg,아빠가 두리와 함께 자전거를 타고 가자 한 남자가 창문 밖으로 웃으며 쳐다봅니다.,39.0,2.3333333333333335,5.0,166.0,0,1
9788956149844,65384,자연탐구,"사람들은 돌을 쓸모에 맞게 깨뜨려 썼어요. “한쪽 면이 날카로우니까 가죽이 잘 벗겨지는군.” 짐승의 가죽을 벗길 때는 칼처럼 납작한 긁개를 썼어요. 또 고기를 자르거나 땅을 팔 때는 주먹 도끼를, 나무껍질을 벗길 때는 찍개와 밀개를 썼지요. 찌르개로는 짐승을 찌르거나 가죽에 구멍을 냈어요.",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149844_65384.jpg,"사람들이 주먹 도끼로 고기를 자르고 있고, 찌르개를 이용해 짐승을 사냥하고 있습니다.",40.0,1.5,2.0,162.0,0,1
9788956149844,65423,자연탐구,"""아빠, 배 위에 저게 뭐예요?"" ""돛이란다. 바람의 힘으로 배가 나아가게 한단다."" ""벌써 짐을 거의 다 실었구먼."" ""도르래 덕분에 시간이 훨씬 줄었네.""",https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149844_65423.jpg,항구에 짐을 배로 싣고 있는 사람들과 먼바다를 바라보고 있는 사람들이 있습니다.,21.0,2.25,4.0,88.0,0,1
9788956149844,65427,자연탐구,도구가 발달할수록 생활도 편리해졌어요. 크고 작은 모든 일에 도구가 쓰였거든요. 큰 배에 물건을 싣거나 내릴 때는 도르래가 달린 도구를 사용했어요. 먼바다로 나아갈 때는 배에 돛을 올려 바람을 타고 달렸지요.,https://eglubucket.s3.amazonaws.com/images/03_02T_01S_9788956149844_65427.jpg,한 남자가 배에 돛을 올려 바람을 타고 바다로 나갑니다.,29.0,2.0,2.0,116.0,0,1
